name	molpdf	DOPE score	Normalized DOPE score
MVK_1.B99990049.pdb	4107.5967	-75336.0625	-0.30848
MVK_1.B99990060.pdb	4002.9924	-75296.95312	-0.30457
MVK_1.B99990023.pdb	4003.7388	-75116.21094	-0.28649
MVK_1.B99990057.pdb	3950.7297	-75091.96094	-0.28406
MVK_1.B99990078.pdb	4047.8635	-75084.67188	-0.28333
MVK_1.B99990091.pdb	4110.9995	-75072.26562	-0.28209
MVK_1.B99990047.pdb	3783.9712	-75033.46094	-0.27821
MVK_1.B99990098.pdb	4015.7932	-75023.16406	-0.27718
MVK_1.B99990079.pdb	4214.6108	-74951.67969	-0.27003
MVK_1.B99990026.pdb	4154.9404	-74905.09375	-0.26537
MVK_1.B99990092.pdb	3957.04	-74796.60156	-0.25452
MVK_1.B99990075.pdb	4138.5679	-74773.15625	-0.25217
MVK_1.B99990033.pdb	4142.207	-74766.66406	-0.25152
MVK_1.B99990010.pdb	4207.5454	-74717.74219	-0.24663
MVK_1.B99990011.pdb	3940.1863	-74712.8125	-0.24614
MVK_1.B99990073.pdb	3993.3086	-74695.51562	-0.24441
MVK_1.B99990006.pdb	4285.7856	-74695.1875	-0.24437
MVK_1.B99990093.pdb	4204.2241	-74654.96875	-0.24035
MVK_1.B99990052.pdb	4226.3794	-74650.84375	-0.23994
MVK_1.B99990030.pdb	4242.7202	-74612.84375	-0.23614
MVK_1.B99990029.pdb	3938.1909	-74609.49219	-0.2358
MVK_1.B99990062.pdb	4404.7363	-74582.92188	-0.23314
MVK_1.B99990099.pdb	4226.4976	-74580.70312	-0.23292
MVK_1.B99990025.pdb	3978.7947	-74580.21875	-0.23287
MVK_1.B99990041.pdb	3892.0825	-74552.20312	-0.23007
MVK_1.B99990018.pdb	4110.061	-74543.80469	-0.22923
MVK_1.B99990048.pdb	4007.2402	-74503.30469	-0.22518
MVK_1.B99990089.pdb	3976.1995	-74492.90625	-0.22414
MVK_1.B99990009.pdb	4328.7178	-74479.6875	-0.22282
MVK_1.B99990008.pdb	4104.2632	-74437.89844	-0.21864
MVK_1.B99990016.pdb	3973.2517	-74419.95312	-0.21684
MVK_1.B99990100.pdb	4279.5063	-74397.91406	-0.21464
MVK_1.B99990050.pdb	4410.5015	-74389.57031	-0.2138
MVK_1.B99990032.pdb	4198.708	-74380.24219	-0.21287
MVK_1.B99990068.pdb	3986.8591	-74376.04688	-0.21245
