name	molpdf	DOPE score	Normalized DOPE score
UCK1_1.B99990100.pdb	1809.2424	-45874.26953	-0.96343
UCK1_1.B99990042.pdb	1850.7007	-45697.48438	-0.93319
UCK1_1.B99990056.pdb	1813.151	-45675.15625	-0.92937
UCK1_1.B99990086.pdb	1819.0641	-45639.11719	-0.9232
UCK1_1.B99990015.pdb	1856.0435	-45631.47266	-0.9219
UCK1_1.B99990020.pdb	1780.619	-45611.36719	-0.91846
UCK1_1.B99990089.pdb	1738.437	-45609.625	-0.91816
UCK1_1.B99990072.pdb	1760.353	-45581.74219	-0.91339
UCK1_1.B99990082.pdb	1845.8805	-45576.45312	-0.91248
UCK1_1.B99990011.pdb	1779.266	-45573.94141	-0.91206
UCK1_1.B99990022.pdb	1941.0925	-45552.1875	-0.90833
UCK1_1.B99990096.pdb	1874.9637	-45536.76562	-0.9057
UCK1_1.B99990035.pdb	1829.459	-45522.35156	-0.90323
UCK1_1.B99990025.pdb	1788.37	-45519.25391	-0.9027
UCK1_1.B99990099.pdb	1853.4021	-45517.91016	-0.90247
UCK1_1.B99990017.pdb	1894.8929	-45513.94922	-0.90179
UCK1_1.B99990012.pdb	1815.2905	-45488.60547	-0.89746
UCK1_1.B99990044.pdb	1947.9565	-45486.18359	-0.89704
UCK1_1.B99990038.pdb	1838.2095	-45463.05469	-0.89309
UCK1_1.B99990059.pdb	1844.6888	-45450.0	-0.89085
UCK1_1.B99990023.pdb	1933.8684	-45442.98438	-0.88965
UCK1_1.B99990043.pdb	1849.829	-45423.00781	-0.88624
UCK1_1.B99990075.pdb	1862.1732	-45402.16016	-0.88267
UCK1_1.B99990065.pdb	1810.5063	-45400.33984	-0.88236
UCK1_1.B99990064.pdb	1833.6681	-45358.89453	-0.87527
UCK1_1.B99990087.pdb	1987.9177	-45342.61328	-0.87248
UCK1_1.B99990097.pdb	1977.9751	-45323.98047	-0.8693
UCK1_1.B99990019.pdb	2013.9783	-45307.02734	-0.86639
UCK1_1.B99990068.pdb	1883.6754	-45303.51172	-0.86579
UCK1_1.B99990031.pdb	1855.8239	-45288.67578	-0.86326
UCK1_1.B99990040.pdb	2185.0063	-45270.93359	-0.86022
UCK1_1.B99990091.pdb	2383.3345	-45269.55859	-0.85999
UCK1_1.B99990030.pdb	1806.3507	-45242.03906	-0.85528
