name	molpdf	DOPE score	Normalized DOPE score
UCK1_3.B99990074.pdb	1779.0887	-52762.08594	-1.14831
UCK1_3.B99990078.pdb	1733.4575	-52725.21875	-1.14247
UCK1_3.B99990021.pdb	1811.8969	-52627.44922	-1.12698
UCK1_3.B99990053.pdb	1846.4185	-52607.33594	-1.12379
UCK1_3.B99990096.pdb	1874.9915	-52602.72656	-1.12306
UCK1_3.B99990092.pdb	1762.922	-52595.95703	-1.12199
UCK1_3.B99990082.pdb	1856.1309	-52588.07422	-1.12074
UCK1_3.B99990055.pdb	1939.5272	-52554.33594	-1.1154
UCK1_3.B99990006.pdb	1797.5061	-52550.52734	-1.11479
UCK1_3.B99990065.pdb	2064.7256	-52537.76172	-1.11277
UCK1_3.B99990060.pdb	1756.2507	-52535.72266	-1.11245
UCK1_3.B99990088.pdb	1877.4247	-52532.71484	-1.11197
UCK1_3.B99990069.pdb	1766.095	-52529.76562	-1.1115
UCK1_3.B99990049.pdb	1722.2153	-52519.13281	-1.10982
UCK1_3.B99990080.pdb	1778.855	-52510.90625	-1.10851
UCK1_3.B99990032.pdb	1929.9659	-52497.61328	-1.10641
UCK1_3.B99990046.pdb	1712.819	-52465.70703	-1.10135
UCK1_3.B99990031.pdb	1708.6664	-52410.53125	-1.09261
UCK1_3.B99990005.pdb	1875.4344	-52409.64453	-1.09247
UCK1_3.B99990038.pdb	1799.1676	-52392.75391	-1.0898
UCK1_3.B99990050.pdb	2133.3735	-52387.60547	-1.08898
UCK1_3.B99990039.pdb	1719.6649	-52382.28125	-1.08814
UCK1_3.B99990042.pdb	1910.03	-52349.21875	-1.0829
UCK1_3.B99990081.pdb	2822.6646	-52301.875	-1.0754
UCK1_3.B99990073.pdb	1863.973	-52300.58984	-1.07519
UCK1_3.B99990086.pdb	1845.5437	-52292.79297	-1.07396
UCK1_3.B99990017.pdb	2019.0598	-52282.88672	-1.07239
UCK1_3.B99990063.pdb	2254.9951	-52274.36719	-1.07104
UCK1_3.B99990099.pdb	1778.022	-52272.98047	-1.07082
UCK1_3.B99990079.pdb	2084.8733	-52270.82812	-1.07048
UCK1_3.B99990033.pdb	1861.9115	-52252.86328	-1.06763
UCK1_3.B99990089.pdb	1903.0205	-52210.92969	-1.06099
UCK1_3.B99990052.pdb	2148.3879	-52194.73828	-1.05842
UCK1_3.B99990009.pdb	2055.7244	-52194.64453	-1.05841
UCK1_3.B99990056.pdb	2173.4963	-52187.58203	-1.05729
UCK1_3.B99990094.pdb	1973.5358	-52176.29688	-1.0555
UCK1_3.B99990028.pdb	2217.2249	-52165.58984	-1.0538
UCK1_3.B99990029.pdb	2062.7058	-52163.95312	-1.05354
UCK1_3.B99990047.pdb	2190.4875	-52150.33984	-1.05139
UCK1_3.B99990068.pdb	1811.0972	-52135.58594	-1.04905
UCK1_3.B99990024.pdb	2241.7102	-52127.24609	-1.04773
UCK1_3.B99990051.pdb	2089.4473	-52121.28906	-1.04678
UCK1_3.B99990048.pdb	2282.9309	-52111.45312	-1.04523
UCK1_3.B99990062.pdb	2059.5889	-52098.14062	-1.04312
