name	molpdf	DOPE score	Normalized DOPE score
GNMT_1.B99990049.pdb	2463.7878	-69931.05469	-1.21264
GNMT_1.B99990090.pdb	2612.3486	-69827.64844	-1.19997
GNMT_1.B99990087.pdb	2720.832	-69794.1875	-1.19587
GNMT_1.B99990034.pdb	2592.5542	-69793.375	-1.19577
GNMT_1.B99990061.pdb	2604.782	-69769.34375	-1.19282
GNMT_1.B99990032.pdb	2514.6553	-69733.83594	-1.18847
GNMT_1.B99990073.pdb	2750.7393	-69707.82812	-1.18529
GNMT_1.B99990080.pdb	2575.4871	-69695.94531	-1.18383
GNMT_1.B99990066.pdb	2751.8765	-69689.33594	-1.18302
GNMT_1.B99990041.pdb	2600.6628	-69686.49219	-1.18267
GNMT_1.B99990067.pdb	2574.814	-69685.45312	-1.18255
GNMT_1.B99990057.pdb	2668.8413	-69683.19531	-1.18227
GNMT_1.B99990012.pdb	2577.9895	-69622.16406	-1.17479
GNMT_1.B99990079.pdb	2551.9375	-69616.84375	-1.17414
GNMT_1.B99990055.pdb	2677.9287	-69616.33594	-1.17408
GNMT_1.B99990006.pdb	2629.9448	-69611.8125	-1.17352
GNMT_1.B99990033.pdb	2664.5552	-69558.71875	-1.16702
GNMT_1.B99990083.pdb	2548.5037	-69543.5	-1.16515
GNMT_1.B99990088.pdb	2730.5784	-69526.33594	-1.16305
GNMT_1.B99990027.pdb	2570.0876	-69525.11719	-1.1629
GNMT_1.B99990008.pdb	2806.0002	-69512.14844	-1.16131
GNMT_1.B99990077.pdb	2602.1975	-69424.1875	-1.15053
GNMT_1.B99990085.pdb	2626.1741	-69394.24219	-1.14686
GNMT_1.B99990071.pdb	2594.3633	-69362.03125	-1.14292
GNMT_1.B99990075.pdb	2750.4304	-69352.04688	-1.14169
GNMT_1.B99990051.pdb	2891.5518	-69330.92188	-1.1391
GNMT_1.B99990100.pdb	2935.4136	-69296.27344	-1.13486
GNMT_1.B99990054.pdb	2750.7856	-69284.00781	-1.13336
GNMT_1.B99990065.pdb	2778.3735	-69241.07812	-1.1281
GNMT_1.B99990095.pdb	3044.0183	-69235.95312	-1.12747
GNMT_1.B99990058.pdb	3000.7515	-69231.57031	-1.12693
GNMT_1.B99990015.pdb	2857.97	-69226.26562	-1.12628
GNMT_1.B99990029.pdb	3465.6836	-69198.00781	-1.12282
GNMT_1.B99990082.pdb	2991.541	-69194.35156	-1.12237
GNMT_1.B99990086.pdb	2778.7644	-69179.01562	-1.12049
GNMT_1.B99990040.pdb	2784.2603	-69160.4375	-1.11822
GNMT_1.B99990009.pdb	3070.8755	-69137.29688	-1.11538
GNMT_1.B99990035.pdb	2914.313	-69103.89062	-1.11129
GNMT_1.B99990028.pdb	2838.9412	-69102.0	-1.11106
GNMT_1.B99990050.pdb	3094.6797	-69099.51562	-1.11075
GNMT_1.B99990010.pdb	3050.9014	-69092.64844	-1.10991
GNMT_1.B99990096.pdb	2944.8867	-69083.875	-1.10883
GNMT_1.B99990038.pdb	3006.197	-69060.05469	-1.10592
GNMT_1.B99990064.pdb	3014.3655	-69047.98438	-1.10444
GNMT_1.B99990026.pdb	2990.1772	-69047.25781	-1.10435
GNMT_1.B99990069.pdb	3739.3694	-69037.85156	-1.1032
GNMT_1.B99990023.pdb	3197.3242	-69035.60938	-1.10292
GNMT_1.B99990089.pdb	3147.0122	-69031.92969	-1.10247
GNMT_1.B99990097.pdb	3045.5315	-69021.39844	-1.10118
GNMT_1.B99990007.pdb	3216.3191	-69017.76562	-1.10073
GNMT_1.B99990053.pdb	3009.5342	-69016.0625	-1.10053
GNMT_1.B99990081.pdb	3172.0854	-68995.80469	-1.09804
GNMT_1.B99990056.pdb	2902.1516	-68993.65625	-1.09778
GNMT_1.B99990016.pdb	3119.1196	-68992.47656	-1.09764
GNMT_1.B99990078.pdb	3007.4451	-68983.78125	-1.09657
GNMT_1.B99990024.pdb	3530.7024	-68982.29688	-1.09639
GNMT_1.B99990098.pdb	3139.4446	-68966.82812	-1.09449
GNMT_1.B99990074.pdb	2931.061	-68963.96094	-1.09414
GNMT_1.B99990076.pdb	3185.3281	-68959.47656	-1.09359
GNMT_1.B99990059.pdb	3111.168	-68952.66406	-1.09276
GNMT_1.B99990072.pdb	2965.9692	-68952.04688	-1.09268
