name	molpdf	DOPE score	Normalized DOPE score
MVK_2.B99990096.pdb	4099.6284	-71946.71094	-0.61299
MVK_2.B99990002.pdb	3901.4954	-71890.45312	-0.60688
MVK_2.B99990034.pdb	4088.2271	-71665.61719	-0.58245
MVK_2.B99990017.pdb	3835.6841	-71519.76562	-0.56661
MVK_2.B99990007.pdb	3971.7085	-71447.625	-0.55877
MVK_2.B99990045.pdb	4233.2676	-71426.14062	-0.55644
MVK_2.B99990049.pdb	3767.6643	-71404.09375	-0.55405
MVK_2.B99990070.pdb	4049.6467	-71385.96875	-0.55208
MVK_2.B99990092.pdb	4033.9014	-71384.07031	-0.55187
MVK_2.B99990091.pdb	4134.3589	-71283.3125	-0.54093
MVK_2.B99990086.pdb	4033.6226	-71224.39844	-0.53453
MVK_2.B99990057.pdb	4158.3735	-71222.5	-0.53432
MVK_2.B99990001.pdb	4086.3835	-71208.96094	-0.53285
MVK_2.B99990062.pdb	4220.9829	-71145.29688	-0.52594
MVK_2.B99990061.pdb	4109.5923	-71137.875	-0.52513
MVK_2.B99990100.pdb	3868.0234	-71080.14062	-0.51886
MVK_2.B99990077.pdb	4036.5928	-71052.59375	-0.51587
MVK_2.B99990066.pdb	4247.8145	-71035.00781	-0.51396
MVK_2.B99990046.pdb	4093.3967	-71032.28906	-0.51366
MVK_2.B99990072.pdb	4430.7505	-71027.97656	-0.51319
MVK_2.B99990030.pdb	4075.7666	-71024.80469	-0.51285
MVK_2.B99990015.pdb	3983.699	-71019.01562	-0.51222
MVK_2.B99990098.pdb	4204.8247	-70977.78906	-0.50774
MVK_2.B99990050.pdb	4063.7651	-70943.65625	-0.50403
MVK_2.B99990088.pdb	4103.54	-70928.1875	-0.50235
MVK_2.B99990021.pdb	4316.2998	-70915.98438	-0.50103
MVK_2.B99990063.pdb	3927.8142	-70897.69531	-0.49904
MVK_2.B99990032.pdb	4098.2134	-70860.29688	-0.49498
MVK_2.B99990006.pdb	4263.6367	-70852.50781	-0.49413
MVK_2.B99990035.pdb	4030.468	-70818.85938	-0.49048
MVK_2.B99990084.pdb	4101.7769	-70800.38281	-0.48847
MVK_2.B99990033.pdb	4174.5332	-70782.6875	-0.48655
MVK_2.B99990026.pdb	4603.4702	-70754.46094	-0.48348
MVK_2.B99990011.pdb	3999.3193	-70746.5625	-0.48262
MVK_2.B99990041.pdb	4355.8838	-70711.77344	-0.47885
MVK_2.B99990039.pdb	4174.8213	-70668.21094	-0.47411
MVK_2.B99990081.pdb	4183.0801	-70587.64844	-0.46536
MVK_2.B99990003.pdb	4038.8586	-70578.5625	-0.46438
MVK_2.B99990089.pdb	4207.144	-70578.14844	-0.46433
MVK_2.B99990059.pdb	4311.1367	-70576.53906	-0.46416
MVK_2.B99990064.pdb	4591.3408	-70522.21094	-0.45825
MVK_2.B99990053.pdb	3973.8208	-70502.76562	-0.45614
MVK_2.B99990027.pdb	4054.8589	-70486.00781	-0.45432
MVK_2.B99990094.pdb	4294.6348	-70472.64062	-0.45287
MVK_2.B99990065.pdb	4182.8965	-70455.27344	-0.45098
MVK_2.B99990028.pdb	4407.3774	-70453.53906	-0.4508
MVK_2.B99990068.pdb	4414.4014	-70448.34375	-0.45023
MVK_2.B99990093.pdb	4400.8613	-70438.9375	-0.44921
MVK_2.B99990060.pdb	4512.7085	-70422.35156	-0.44741
MVK_2.B99990024.pdb	4511.481	-70401.9375	-0.44519
MVK_2.B99990031.pdb	3874.0105	-70401.53125	-0.44515
MVK_2.B99990069.pdb	4067.7188	-70385.625	-0.44342
MVK_2.B99990071.pdb	4410.2988	-70375.05469	-0.44227
MVK_2.B99990047.pdb	4057.1843	-70374.92188	-0.44226
MVK_2.B99990078.pdb	4029.0664	-70371.94531	-0.44193
MVK_2.B99990080.pdb	4302.375	-70338.65625	-0.43832
MVK_2.B99990013.pdb	4663.9761	-70332.17188	-0.43761
MVK_2.B99990054.pdb	4362.0728	-70322.46875	-0.43656
MVK_2.B99990012.pdb	4670.4946	-70315.39844	-0.43579
MVK_2.B99990043.pdb	4085.3274	-70313.75781	-0.43561
MVK_2.B99990019.pdb	4502.3418	-70312.21094	-0.43544
MVK_2.B99990056.pdb	4311.5103	-70292.20312	-0.43327
MVK_2.B99990040.pdb	4146.9619	-70287.74219	-0.43279
MVK_2.B99990095.pdb	4237.9033	-70261.39062	-0.42992
MVK_2.B99990018.pdb	4702.4565	-70250.92969	-0.42879
MVK_2.B99990023.pdb	4156.7432	-70231.09375	-0.42663
MVK_2.B99990016.pdb	4339.8398	-70213.11719	-0.42468
MVK_2.B99990073.pdb	4161.4473	-70205.39844	-0.42384
MVK_2.B99990029.pdb	3992.7434	-70203.07812	-0.42359
MVK_2.B99990009.pdb	4216.4707	-70181.23438	-0.42122
MVK_2.B99990008.pdb	4701.354	-70162.72656	-0.41921
MVK_2.B99990004.pdb	4182.6494	-70162.19531	-0.41915
MVK_2.B99990097.pdb	4762.4243	-70149.82031	-0.4178
MVK_2.B99990087.pdb	4292.4229	-70113.76562	-0.41389
MVK_2.B99990051.pdb	4398.4277	-70107.63281	-0.41322
MVK_2.B99990014.pdb	4044.1328	-70105.14062	-0.41295
MVK_2.B99990048.pdb	4160.1777	-70076.94531	-0.40989
MVK_2.B99990067.pdb	4495.792	-70058.49219	-0.40788
MVK_2.B99990055.pdb	4254.2061	-69980.57812	-0.39942
MVK_2.B99990044.pdb	4668.834	-69952.57812	-0.39638
MVK_2.B99990090.pdb	4526.561	-69924.86719	-0.39337
MVK_2.B99990058.pdb	4471.585	-69906.95312	-0.39142
MVK_2.B99990074.pdb	4087.0771	-69873.3125	-0.38777
MVK_2.B99990022.pdb	4463.4614	-69858.8125	-0.38619
MVK_2.B99990010.pdb	4665.604	-69832.40625	-0.38333
MVK_2.B99990076.pdb	4649.8608	-69828.25	-0.38288
MVK_2.B99990020.pdb	4671.3433	-69816.28906	-0.38158
MVK_2.B99990079.pdb	4758.8813	-69730.01562	-0.3722
MVK_2.B99990036.pdb	4758.3364	-69694.9375	-0.36839
MVK_2.B99990083.pdb	4628.6055	-69539.50781	-0.35151
MVK_2.B99990005.pdb	4847.873	-69532.04688	-0.3507
MVK_2.B99990038.pdb	4626.9619	-69528.82812	-0.35035
MVK_2.B99990099.pdb	4647.7651	-69469.42969	-0.3439
MVK_2.B99990085.pdb	4701.2935	-69440.40625	-0.34075
MVK_2.B99990025.pdb	4653.751	-69387.15625	-0.33496
MVK_2.B99990037.pdb	5011.77	-69160.01562	-0.31029
MVK_2.B99990042.pdb	4600.7017	-69134.52344	-0.30752
MVK_2.B99990052.pdb	4449.2793	-69098.83594	-0.30364
MVK_2.B99990082.pdb	4974.0781	-69034.44531	-0.29665
MVK_2.B99990075.pdb	4646.9839	-68921.0	-0.28433
