name	molpdf	DOPE score	Normalized DOPE score
UPP2_3.B99990018.pdb	5162.4873	-68434.96094	-0.99075
UPP2_3.B99990010.pdb	5116.7412	-68404.08594	-0.98678
UPP2_3.B99990023.pdb	5175.79	-68365.29688	-0.98178
UPP2_3.B99990030.pdb	5310.3374	-68354.0	-0.98033
UPP2_3.B99990035.pdb	5268.7446	-68328.76562	-0.97708
UPP2_3.B99990003.pdb	5167.8833	-68321.85938	-0.97619
UPP2_3.B99990067.pdb	5225.1421	-68303.28906	-0.9738
UPP2_3.B99990074.pdb	5178.6191	-68296.84375	-0.97297
UPP2_3.B99990098.pdb	5488.1338	-68268.64844	-0.96934
UPP2_3.B99990084.pdb	5137.75	-68244.3125	-0.9662
UPP2_3.B99990045.pdb	5170.9893	-68235.11719	-0.96502
UPP2_3.B99990038.pdb	5130.1182	-68226.70312	-0.96394
UPP2_3.B99990006.pdb	5150.9072	-68221.73438	-0.9633
UPP2_3.B99990097.pdb	5137.166	-68219.36719	-0.96299
UPP2_3.B99990078.pdb	5123.1294	-68207.73438	-0.96149
UPP2_3.B99990027.pdb	5117.5371	-68186.15625	-0.95872
UPP2_3.B99990085.pdb	5424.8931	-68164.15625	-0.95588
UPP2_3.B99990016.pdb	5111.4106	-68160.15625	-0.95537
UPP2_3.B99990022.pdb	5165.377	-68159.35938	-0.95526
UPP2_3.B99990036.pdb	5124.9346	-68099.55469	-0.94756
UPP2_3.B99990014.pdb	5284.7012	-68098.5	-0.94743
UPP2_3.B99990059.pdb	5112.9692	-68093.78906	-0.94682
UPP2_3.B99990004.pdb	5231.1436	-68093.10156	-0.94673
UPP2_3.B99990086.pdb	5269.124	-68091.64062	-0.94654
UPP2_3.B99990002.pdb	5191.6274	-68086.23438	-0.94585
UPP2_3.B99990042.pdb	5271.1494	-68082.73438	-0.9454
UPP2_3.B99990008.pdb	5430.5293	-68079.94531	-0.94504
UPP2_3.B99990095.pdb	5087.7246	-68077.78125	-0.94476
UPP2_3.B99990037.pdb	5432.0366	-68058.86719	-0.94232
UPP2_3.B99990026.pdb	5120.0195	-68058.85938	-0.94232
UPP2_3.B99990028.pdb	5299.7041	-68044.21875	-0.94044
UPP2_3.B99990061.pdb	5204.9814	-68038.96094	-0.93976
UPP2_3.B99990047.pdb	5272.7437	-68038.21094	-0.93967
UPP2_3.B99990077.pdb	5407.5884	-68037.73438	-0.9396
UPP2_3.B99990001.pdb	5235.0234	-68033.09375	-0.93901
UPP2_3.B99990073.pdb	5374.6406	-68012.97656	-0.93642
UPP2_3.B99990083.pdb	5231.2285	-68011.02344	-0.93616
UPP2_3.B99990096.pdb	5189.6411	-68006.96875	-0.93564
UPP2_3.B99990009.pdb	5170.6084	-68003.75	-0.93523
UPP2_3.B99990056.pdb	5247.4072	-68000.86719	-0.93486
UPP2_3.B99990039.pdb	5271.1797	-67998.14844	-0.93451
UPP2_3.B99990066.pdb	5204.0537	-67990.625	-0.93354
UPP2_3.B99990100.pdb	5282.0703	-67979.89062	-0.93216
UPP2_3.B99990040.pdb	5331.0371	-67975.15625	-0.93155
UPP2_3.B99990025.pdb	5414.5605	-67973.74219	-0.93136
UPP2_3.B99990046.pdb	5257.3433	-67962.8125	-0.92996
UPP2_3.B99990012.pdb	5192.501	-67956.20312	-0.92911
UPP2_3.B99990024.pdb	5435.6318	-67947.02344	-0.92792
UPP2_3.B99990051.pdb	5324.1675	-67923.58594	-0.92491
UPP2_3.B99990079.pdb	5304.0273	-67910.63281	-0.92324
UPP2_3.B99990088.pdb	5221.0039	-67894.5625	-0.92117
UPP2_3.B99990005.pdb	5372.3003	-67868.55469	-0.91782
UPP2_3.B99990072.pdb	5507.1094	-67859.58594	-0.91666
UPP2_3.B99990093.pdb	5580.9966	-67849.92188	-0.91542
UPP2_3.B99990075.pdb	5497.1523	-67826.84375	-0.91245
UPP2_3.B99990031.pdb	5352.0107	-67819.19531	-0.91146
UPP2_3.B99990062.pdb	5373.8188	-67815.85938	-0.91103
UPP2_3.B99990043.pdb	5256.6162	-67809.17188	-0.91017
UPP2_3.B99990058.pdb	5302.4395	-67800.99219	-0.90912
UPP2_3.B99990069.pdb	5317.1162	-67798.0625	-0.90874
UPP2_3.B99990019.pdb	5461.9497	-67798.01562	-0.90874
UPP2_3.B99990032.pdb	5342.4023	-67796.21094	-0.9085
UPP2_3.B99990060.pdb	5520.7559	-67793.65625	-0.90817
UPP2_3.B99990089.pdb	5380.1196	-67793.3125	-0.90813
UPP2_3.B99990099.pdb	5302.2036	-67781.30469	-0.90658
UPP2_3.B99990087.pdb	5339.2637	-67775.24219	-0.9058
UPP2_3.B99990054.pdb	5418.4937	-67770.32812	-0.90517
UPP2_3.B99990013.pdb	5464.1626	-67769.70312	-0.90509
UPP2_3.B99990080.pdb	5103.4102	-67756.96094	-0.90345
UPP2_3.B99990065.pdb	5354.7202	-67750.99219	-0.90268
UPP2_3.B99990011.pdb	5306.6333	-67750.23438	-0.90258
UPP2_3.B99990041.pdb	5340.5591	-67738.34375	-0.90105
UPP2_3.B99990017.pdb	5276.228	-67731.14844	-0.90013
UPP2_3.B99990055.pdb	5378.1445	-67729.80469	-0.89995
UPP2_3.B99990029.pdb	5390.8589	-67726.63281	-0.89954
UPP2_3.B99990044.pdb	5633.9082	-67713.55469	-0.89786
UPP2_3.B99990057.pdb	5921.3408	-67710.19531	-0.89743
UPP2_3.B99990092.pdb	5352.1963	-67701.94531	-0.89637
UPP2_3.B99990049.pdb	5840.9312	-67686.78125	-0.89441
UPP2_3.B99990053.pdb	5537.3486	-67675.29688	-0.89293
UPP2_3.B99990082.pdb	5328.9297	-67671.94531	-0.8925
UPP2_3.B99990050.pdb	5739.0386	-67661.0	-0.89109
UPP2_3.B99990091.pdb	5305.3135	-67649.60938	-0.88963
UPP2_3.B99990064.pdb	5662.2876	-67643.88281	-0.88889
